采样序号,轮毂转速,轮毂角度,叶片1角度,叶片2角度,叶片3角度,变桨电机1电流,变桨电机2电流,变桨电机3电流,超速传感器转速检测值,5秒偏航对风平均值,x方向振动值,y方向振动值,扭缆圈数,液压制动压力,机舱气象站风速,风向绝对值,大气压力,无功功率控制状态,变频器电网侧电流,变频器电网侧电压,变频器电网侧有功功率,变频器电网侧无功功率,变频器发电机侧功率,发电机运行频率,发电机电流,发电机转矩,变频器入口温度,变频器出口温度,变频器入口压力,变频器出口压力,变频器冷却液液位要求,发电机功率限幅值,无功功率设定值,额定的轮毂转速,测风塔环境温度,发电机定子温度1,发电机定子温度2,发电机定子温度3,发电机定子温度4,发电机定子温度5,发电机定子温度6,发电机空气温度1,发电机空气温度2,主轴承温度1,主轴承温度2,轮毂温度,轮毂控制柜温度,机舱温度,机舱控制柜温度,变频器INU温度,变频器ISU温度,变频器INU RMIO温度,扭缆圈数,叶片1电池箱温度,叶片2电池箱温度,叶片3电池箱温度,叶片1变桨电机温度,叶片2变桨电机温度,叶片3变桨电机温度,叶片1变频器箱温度,叶片2变频器箱温度,叶片3变频器箱温度,叶片1超级电容电压,叶片2超级电容电压,叶片3超级电容电压,驱动1晶闸管温度,驱动2晶闸管温度,驱动3晶闸管温度,驱动1输出扭矩,驱动2输出扭矩,驱动3输出扭矩,变频器电网侧Cosphi,电网频率误差
451,10.3,248,0.36,0.37,0.37,11.6,11.0,11.1,10.51,-3.8,0.07,0.15,0.5,207.8,5.3,193,1,1,295,686,351,-2,366,10.58,462.3,323,31.1,31.2,0,2.9,0,1643.0,0,16.19,11.7,34.8,33.5,37.5,35.6,37.8,35.7,31.2,31.7,58.1,58.5,34,40,19.1,22.8,33,33,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,52,520,5.2,0,0,0,1,0
452,10.29,320,0.36,0.37,0.37,11.5,10.8,11.1,10.46,-1.5,-0.01,-0.03,0.5,208.3,6.2,193,1,1,298,686,355,0,372,10.57,466.9,326,30.6,30.7,0,3.0,0,1643.0,0,16.19,11.7,34.8,33.5,37.5,35.6,37.8,35.7,31.1,31.6,58.1,58.5,33,40,19.1,22.8,33,33,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
453,10.25,32,0.36,0.37,0.37,11.1,10.9,11.3,10.5,-2.5,-0.01,0.04,0.5,208.4,5.5,193,1,1,298,686,355,-2,375,10.55,469.9,326,30.8,31.0,0,3.0,0,1643.0,0,16.19,11.7,34.8,33.5,37.5,35.6,37.8,35.8,31.1,31.6,58.1,58.5,33,40,19.1,22.8,33,33,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
454,10.25,104,0.36,0.37,0.37,11.0,11.3,11.2,10.49,-10.1,0.05,0.11,0.5,208.4,6.2,194,1,1,296,686,353,0,376,10.6,470.4,324,30.7,30.8,0,3.0,0,1643.0,0,16.19,11.7,34.8,33.4,37.5,35.6,37.7,35.8,31.1,31.6,58.1,58.5,34,40,19.1,22.8,33,33,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.3,0,0,0,1,0
455,10.24,176,0.36,0.37,0.37,11.3,11.4,11.2,10.41,-7.3,-0.04,-0.02,0.5,208.1,4.8,194,1,1,296,686,353,1,373,10.59,468.5,325,30.8,30.8,0,3.0,0,1643.0,0,16.19,11.8,34.8,33.4,37.5,35.6,37.7,35.8,31.2,31.6,58.1,58.5,34,40,19.1,22.8,33,33,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.93,44.88,53,520,5.2,0,0,0,1,0
456,10.25,248,0.36,0.37,0.37,11.4,10.9,11.3,10.49,-15.0,-0.02,0.03,0.5,208.5,6.2,195,1,1,291,686,347,1,366,10.55,468.8,324,30.7,30.8,0,3.0,0,1643.0,0,16.19,11.8,34.7,33.4,37.5,35.6,37.7,35.7,31.3,31.6,58.1,58.5,34,40,19.1,22.8,33,33,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,53,530,5.2,0,0,0,1,0
457,10.28,320,0.36,0.37,0.37,11.6,10.9,11.2,10.53,-11.3,0.03,0.14,0.5,208.3,5.0,195,1,1,293,686,349,-3,366,10.58,467.0,325,30.5,30.8,0,2.9,0,1643.0,0,16.19,11.8,34.7,33.4,37.4,35.6,37.7,35.7,31.3,31.7,58.1,58.5,32,40,19.1,22.8,33,33,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,52,530,5.2,0,0,0,1,0
458,10.29,32,0.36,0.37,0.37,11.5,10.8,11.2,10.48,-11.0,-0.01,-0.05,0.5,207.8,6.2,195,1,1,298,686,355,-3,371,10.56,469.4,326,30.8,30.7,0,2.9,0,1643.0,0,16.19,11.8,34.7,33.4,37.5,35.6,37.7,35.7,31.2,31.7,58.1,58.5,33,40,19.1,22.8,33,33,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,530,5.2,0,0,0,1,0
459,10.26,104,0.36,0.37,0.37,11.0,11.1,11.3,10.46,-9.1,-0.02,0.06,0.5,208.3,6.0,195,1,1,297,686,354,0,370,10.58,470.6,325,30.7,30.8,0,3.0,0,1638.9,0,16.19,11.7,34.7,33.4,37.4,35.6,37.7,35.7,31.2,31.6,58.1,58.5,34,40,19.1,22.8,33,33,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.3,0,0,0,1,0
460,10.26,176,0.36,0.37,0.37,11.1,11.3,11.1,10.43,-9.1,0.08,0.09,0.5,208.4,6.5,195,1,1,299,686,356,-1,374,10.59,470.2,325,30.9,31.2,0,3.0,0,1638.9,0,16.19,11.8,34.7,33.4,37.4,35.6,37.7,35.7,31.2,31.6,58.1,58.5,33,40,19.1,22.8,33,33,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.3,0,0,0,1,0
461,10.06,248,0.36,0.37,0.37,11.3,11.4,11.3,10.36,-7.6,-0.04,-0.02,0.5,208.3,5.2,194,1,1,295,686,352,-2,368,10.57,468.2,321,30.9,31.0,0,2.9,0,1638.9,0,16.19,11.8,34.7,33.4,37.4,35.6,37.7,35.7,31.3,31.6,58.1,58.5,34,40,19.1,22.8,33,33,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.93,44.88,53,520,5.3,0,0,0,1,0
462,10.28,320,0.36,0.37,0.37,11.4,11.0,11.2,10.49,-8.4,0.0,0.04,0.5,208.5,5.9,194,1,1,294,686,350,-3,368,10.58,464.5,323,30.9,31.1,0,3.0,0,1638.9,0,16.19,11.8,34.7,33.4,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,33,33,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.2,0,0,0,1,0
463,10.33,32,0.36,0.37,0.37,11.6,10.8,11.1,10.58,-7.7,0.05,0.11,0.5,208.1,5.0,194,1,1,295,686,352,0,371,10.58,466.8,327,30.7,30.8,0,2.9,0,1638.9,0,16.19,11.8,34.8,33.4,37.4,35.6,37.7,35.7,31.3,31.6,58.1,58.5,33,40,19.1,22.8,33,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,52,530,5.2,0,0,0,1,0
464,10.27,104,0.36,0.37,0.37,11.4,10.8,11.2,10.49,-7.9,-0.02,-0.04,0.5,208.1,6.1,194,1,1,295,686,352,0,369,10.57,470.6,328,30.7,30.8,0,3.0,0,1638.9,0,16.19,11.8,34.8,33.4,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,33,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.2,0,0,0,1,0
465,10.28,176,0.36,0.37,0.37,11.0,11.0,11.2,10.48,-7.9,-0.01,0.11,0.5,208.1,5.0,194,1,1,295,686,352,-2,371,10.58,473.5,327,30.7,30.8,0,3.0,0,1638.9,0,16.19,11.8,34.8,33.5,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,33,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.2,0,0,0,1,0
466,10.25,248,0.36,0.37,0.37,11.0,11.3,11.2,10.43,-7.8,0.07,0.04,0.5,208.5,6.0,194,1,1,295,686,352,4,368,10.56,470.7,323,30.7,30.9,0,3.0,0,1638.9,0,16.19,11.8,34.8,33.4,37.4,35.6,37.8,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,33,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
467,10.24,320,0.36,0.37,0.37,11.3,11.1,11.2,10.39,-8.7,-0.09,0.0,0.5,208.0,5.9,195,1,1,298,686,355,1,367,10.58,467.1,323,31.0,31.3,0,3.0,0,1638.9,0,16.19,11.7,34.8,33.4,37.4,35.6,37.8,35.7,31.2,31.6,58.1,58.5,33,40,19.1,22.8,33,34,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
468,10.29,32,0.36,0.37,0.37,11.4,11.0,11.2,10.59,-9.2,0.03,0.08,0.5,208.4,6.0,195,1,1,297,686,354,2,370,10.58,467.8,325,30.9,31.0,0,3.0,0,1638.9,0,16.19,11.7,34.8,33.4,37.4,35.6,37.7,35.7,31.2,31.6,58.1,58.5,33,40,19.1,22.8,33,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.3,0,0,0,1,0
469,10.3,104,0.36,0.37,0.37,11.6,10.9,11.2,10.51,-6.3,0.01,0.06,0.5,208.1,5.3,194,1,1,298,686,355,-1,373,10.57,467.4,325,30.9,31.1,0,3.0,0,1638.9,0,16.19,11.7,34.8,33.4,37.4,35.6,37.7,35.7,31.2,31.6,58.1,58.5,33,40,19.1,22.8,33,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,52,520,5.2,0,0,0,1,0
470,10.28,176,0.36,0.37,0.37,11.4,10.8,11.2,10.56,-4.7,-0.01,-0.04,0.5,208.0,6.1,194,1,1,299,686,356,0,373,10.58,469.3,327,30.8,31.0,0,3.0,0,1638.9,0,16.19,11.7,34.8,33.4,37.5,35.6,37.7,35.7,31.2,31.6,58.1,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.2,0,0,0,1,0
471,10.26,248,0.36,0.37,0.37,10.9,11.1,11.2,10.48,-6.1,0.0,0.14,0.5,208.1,5.7,194,1,1,295,686,351,0,369,10.58,470.1,324,30.8,31.1,0,3.0,0,1638.9,0,16.19,11.7,34.8,33.4,37.5,35.6,37.7,35.7,31.2,31.6,58.1,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.2,0,0,0,1,0
472,10.21,312,0.36,0.37,0.37,11.1,11.3,11.2,10.44,-6.2,0.07,0.02,0.5,208.0,6.1,194,1,1,294,686,350,-1,366,10.55,468.9,325,31.2,31.3,0,2.9,0,1638.9,0,16.19,11.7,34.8,33.4,37.5,35.6,37.7,35.7,31.2,31.6,58.1,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
473,10.04,24,0.36,0.37,0.37,11.4,11.2,11.3,10.39,-1.5,-0.08,0.01,0.5,208.1,5.4,194,1,1,291,686,347,2,360,10.56,467.7,321,31.3,31.4,0,3.0,0,1638.9,0,16.19,11.7,34.8,33.4,37.5,35.6,37.7,35.7,31.2,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.93,44.88,54,530,5.3,0,0,0,1,0
474,10.08,96,0.36,0.37,0.37,11.4,11.0,11.1,10.5,1.8,0.06,0.1,0.5,208.6,5.7,193,1,1,293,686,349,1,361,10.53,464.4,324,30.8,31.1,0,3.0,0,1638.9,0,16.19,11.7,34.8,33.4,37.5,35.6,37.7,35.7,31.2,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,53,530,5.3,0,0,0,1,0
475,10.27,168,0.36,0.37,0.37,11.5,10.8,11.2,10.46,3.0,-0.01,0.04,0.5,208.3,5.7,192,1,1,297,686,355,1,364,10.56,465.9,324,30.8,31.1,0,2.9,0,1638.9,0,16.19,11.7,34.8,33.4,37.5,35.6,37.7,35.7,31.1,31.6,58.1,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,52,520,5.2,0,0,0,1,0
476,10.23,240,0.36,0.37,0.37,11.2,10.8,11.2,10.42,3.5,0.0,-0.01,0.5,208.0,5.7,192,1,1,296,686,353,1,368,10.55,467.2,326,30.9,31.1,0,3.0,0,1638.9,0,16.19,11.7,34.8,33.4,37.5,35.6,37.7,35.7,31.2,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,53,520,5.2,0,0,0,1,0
477,10.25,312,0.36,0.37,0.37,11.0,11.2,11.2,10.44,1.4,0.0,0.14,0.5,208.3,5.7,192,1,1,296,686,353,2,371,10.58,468.7,323,31.0,31.1,0,3.0,0,1665.7,0,16.23,11.8,34.8,33.4,37.5,35.6,37.7,35.7,31.3,31.6,58.1,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.2,0,0,0,1,0
478,10.24,24,0.36,0.37,0.37,11.1,11.4,11.2,10.33,-0.1,0.05,0.02,0.5,208.2,5.7,192,1,1,295,686,352,1,370,10.55,467.3,324,31.5,31.6,0,3.0,0,1665.7,0,16.23,11.8,34.8,33.4,37.4,35.6,37.7,35.7,31.4,31.6,58.1,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.89,54,520,5.2,0,0,0,1,0
479,10.23,96,0.36,0.37,0.37,11.4,11.0,11.3,10.47,0.4,-0.07,0.04,0.5,208.1,5.4,192,1,1,293,686,349,1,367,10.58,465.9,322,30.9,31.2,0,3.0,0,1665.7,0,16.23,11.8,34.8,33.4,37.4,35.6,37.7,35.7,31.4,31.6,58.1,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.93,44.89,54,530,5.3,0,0,0,1,0
480,10.28,168,0.36,0.37,0.37,11.6,11.1,11.1,10.5,0.6,0.07,0.1,0.5,208.1,5.8,192,1,1,295,686,352,0,370,10.56,466.3,324,30.9,31.1,0,3.0,0,1665.7,0,16.23,11.8,34.8,33.4,37.4,35.6,37.7,35.7,31.4,31.6,58.0,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,54,530,5.3,0,0,0,1,0
481,10.3,240,0.36,0.37,0.37,11.6,10.8,11.2,10.51,-1.0,-0.02,0.02,0.5,208.1,6.5,192,1,1,291,686,347,-2,361,10.55,465.4,321,31.0,31.2,0,3.0,0,1665.7,0,16.23,11.8,34.8,33.4,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,52,520,5.3,0,0,0,1,0
482,10.05,312,0.36,0.37,0.37,11.2,10.8,11.2,10.48,-2.4,0.01,0.04,0.5,208.1,5.7,192,1,1,295,686,351,-2,366,10.55,466.4,326,31.4,31.4,0,2.9,0,1665.7,0,16.23,11.8,34.8,33.4,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.2,0,0,0,1,0
483,10.24,24,0.36,0.37,0.37,11.0,11.2,11.2,10.45,-1.9,0.01,0.11,0.5,208.3,5.9,192,1,1,295,686,351,-1,367,10.56,467.1,323,31.5,31.7,0,3.0,0,1665.7,0,16.23,11.7,34.8,33.4,37.4,35.6,37.7,35.7,31.2,31.6,58.0,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.2,0,0,0,1,0
484,10.2,96,0.36,0.37,0.37,11.1,11.4,11.2,10.37,-2.9,0.02,-0.02,0.5,207.8,5.4,192,1,1,294,686,352,0,365,10.52,466.4,323,31.6,31.6,0,3.0,0,1665.7,0,16.23,11.8,34.8,33.4,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.2,0,0,0,1,0
485,10.04,168,0.36,0.37,0.37,11.3,10.9,11.3,10.42,-2.6,-0.06,0.05,0.5,208.2,5.8,192,1,1,293,686,350,1,365,10.55,464.2,321,31.6,31.6,0,3.0,0,1665.7,0,16.23,11.7,34.8,33.4,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
486,10.25,248,0.36,0.37,0.37,11.6,10.9,11.1,10.48,-4.0,0.08,0.06,0.5,208.1,5.4,192,1,1,289,686,345,2,363,10.54,464.7,323,31.6,31.6,0,3.0,0,1665.7,0,16.23,11.7,34.8,33.4,37.4,35.6,37.7,35.7,31.2,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
487,10.27,320,0.36,0.37,0.37,11.5,10.8,11.2,10.49,-5.3,-0.04,-0.02,0.5,208.1,5.9,192,1,1,295,686,351,0,365,10.54,466.6,325,30.9,31.1,0,2.9,0,1665.7,0,16.23,11.7,34.8,33.4,37.4,35.6,37.7,35.7,31.2,31.6,58.0,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.3,0,0,0,1,0
488,10.02,32,0.36,0.37,0.37,11.1,11.0,11.2,10.38,-5.7,0.02,0.06,0.5,208.2,5.1,192,1,1,295,686,351,1,365,10.51,468.0,323,31.2,31.4,0,2.9,0,1665.7,0,16.23,11.7,34.8,33.3,37.4,35.6,37.7,35.7,31.1,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.2,0,0,0,1,0
489,10.23,104,0.36,0.37,0.37,11.0,11.3,11.2,10.44,-8.7,0.01,0.06,0.5,208.1,5.5,193,1,1,296,686,353,-2,364,10.55,466.1,323,31.2,31.1,0,3.0,0,1665.7,0,16.23,11.7,34.8,33.3,37.4,35.6,37.6,35.7,31.2,31.6,58.0,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.2,0,0,0,1,0
490,10.01,176,0.36,0.37,0.37,11.2,11.4,11.2,10.39,-8.4,0.01,-0.01,0.5,208.0,5.0,193,1,1,296,686,353,0,366,10.53,466.3,322,31.3,31.4,0,3.0,0,1665.7,0,16.23,11.7,34.8,33.3,37.4,35.6,37.6,35.7,31.2,31.6,58.0,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.2,0,0,0,1,0
491,10.22,240,0.36,0.37,0.37,11.4,11.1,11.3,10.42,-10.2,-0.02,0.06,0.5,208.4,5.7,193,1,1,293,686,349,-2,364,10.53,463.7,322,31.1,31.3,0,3.0,0,1665.7,0,16.23,11.7,34.8,33.3,37.4,35.6,37.6,35.7,31.2,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.93,44.88,54,520,5.3,0,0,0,1,0
492,10.27,312,0.36,0.37,0.37,11.6,10.9,11.1,10.48,-8.6,0.07,0.06,0.5,208.0,5.0,193,1,1,295,686,352,-1,368,10.52,465.4,323,31.7,31.8,0,3.0,0,1665.7,0,16.23,11.8,34.7,33.3,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.3,0,0,0,1,0
493,10.21,24,0.36,0.37,0.37,11.4,10.8,11.2,10.49,-9.5,-0.04,-0.01,0.5,208.0,6.0,193,1,1,295,686,352,-2,369,10.54,465.8,325,31.6,31.7,0,3.0,0,1665.7,0,16.23,11.7,34.7,33.3,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,52,530,5.3,0,0,0,1,0
494,9.99,96,0.36,0.37,0.37,11.2,11.0,11.2,10.36,-8.2,0.01,0.09,0.5,208.1,5.8,193,1,1,293,686,349,-3,367,10.54,468.9,325,31.1,31.3,0,3.0,0,1665.7,0,16.23,11.7,34.7,33.3,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,53,530,5.3,0,0,0,1,0
495,10.18,168,0.36,0.37,0.37,11.0,11.3,11.2,10.39,-11.2,0.03,0.03,0.5,208.2,6.5,194,1,1,288,686,343,-2,360,10.5,464.7,319,31.7,31.8,0,3.0,0,1665.7,0,16.23,11.7,34.7,33.3,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,530,5.2,0,0,0,1,0
496,10.17,240,0.36,0.37,0.37,11.2,11.4,11.3,10.38,-9.6,0.0,0.02,0.5,208.3,5.3,194,1,1,288,686,344,-1,359,10.49,462.7,321,31.3,31.5,0,2.9,0,1665.7,0,16.23,11.7,34.7,33.3,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.2,0,0,0,1,0
497,10.19,312,0.36,0.37,0.37,11.4,11.0,11.3,10.39,-9.3,-0.02,0.08,0.5,208.4,6.0,194,1,1,282,686,337,0,353,10.51,458.5,315,31.3,31.4,0,2.9,0,1665.7,0,16.23,11.7,34.7,33.3,37.4,35.6,37.6,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.2,0,0,0,1,0
498,10.04,24,0.36,0.37,0.37,11.6,10.9,11.1,10.44,-7.1,0.07,0.04,0.5,207.9,5.6,193,1,1,289,686,345,-2,360,10.51,457.9,322,31.4,31.5,0,3.0,0,1634.8,0,16.18,11.7,34.7,33.3,37.4,35.6,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
499,10.21,96,0.36,0.37,0.37,11.4,10.8,11.1,10.48,-8.5,-0.04,0.02,0.5,208.1,6.3,194,1,1,288,686,344,-2,357,10.49,461.8,320,31.7,31.8,0,3.0,0,1634.8,0,16.18,11.7,34.7,33.3,37.4,35.5,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,53,520,5.3,0,0,0,1,0
500,10.19,168,0.36,0.37,0.37,11.2,11.1,11.2,10.37,-6.7,0.01,0.09,0.5,208.2,5.4,193,1,1,292,686,348,-1,361,10.49,464.1,321,31.3,31.4,0,3.0,0,1634.8,0,16.18,11.7,34.7,33.3,37.4,35.5,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,53,520,5.2,0,0,0,1,0
501,10.17,240,0.36,0.37,0.37,11.1,11.3,11.2,10.38,-7.5,0.03,0.02,0.5,208.2,6.1,193,1,1,291,686,347,-2,361,10.52,460.6,317,31.3,31.5,0,3.0,0,1634.8,0,16.18,11.7,34.7,33.3,37.4,35.5,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,54,530,5.2,0,0,0,1,0
502,10.14,312,0.36,0.37,0.37,11.2,11.3,11.3,10.32,-5.1,0.0,0.04,0.5,208.1,5.2,193,1,1,292,686,348,0,363,10.5,460.2,321,31.7,31.6,0,3.0,0,1634.8,0,16.18,11.7,34.7,33.3,37.4,35.5,37.7,35.7,31.3,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,54,530,5.2,0,0,0,1,0
503,10.03,24,0.36,0.37,0.37,11.3,11.1,11.2,10.39,-5.2,-0.01,0.06,0.5,208.1,5.8,193,1,1,289,686,344,1,361,10.49,460.1,318,31.4,31.6,0,3.0,0,1634.8,0,16.18,11.7,34.7,33.3,37.4,35.5,37.7,35.7,31.2,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.2,0,0,0,1,0
504,10.19,96,0.36,0.37,0.37,11.6,10.9,11.1,10.42,-4.4,0.02,0.03,0.5,208.0,4.9,193,1,1,289,686,345,1,361,10.5,459.4,318,31.3,31.5,0,3.0,0,1634.8,0,16.18,11.7,34.7,33.3,37.4,35.5,37.6,35.7,31.1,31.6,58.0,58.5,34,40,19.1,22.8,34,34,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,53,520,5.3,0,0,0,1,0
505,10.2,168,0.36,0.37,0.37,11.4,10.8,11.2,10.39,-4.7,-0.02,0.04,0.5,208.3,6.1,193,1,1,284,686,342,-1,359,10.49,459.2,319,31.9,31.9,0,2.9,0,1634.8,0,16.18,11.7,34.7,33.3,37.4,35.5,37.6,35.7,31.1,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.3,0,0,0,1,0
506,10.18,240,0.36,0.37,0.37,11.1,11.1,11.2,10.4,-7.4,0.0,0.09,0.5,208.1,6.5,193,1,1,287,686,342,0,360,10.49,460.2,319,31.8,31.9,0,3.0,0,1634.8,0,16.18,11.7,34.6,33.3,37.4,35.5,37.6,35.7,31.2,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,52,520,5.3,0,0,0,1,0
507,10.11,312,0.36,0.37,0.37,11.0,11.3,11.2,10.29,-9.1,0.05,0.01,0.5,208.3,6.2,194,1,1,285,686,340,-2,359,10.46,460.1,319,31.7,31.8,0,3.0,0,1634.8,0,16.18,11.7,34.6,33.3,37.4,35.5,37.6,35.6,31.2,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,53,520,5.2,0,0,0,1,0
508,10.08,24,0.36,0.37,0.37,11.3,11.2,11.3,10.29,-9.2,-0.04,0.06,0.5,208.1,5.3,194,1,1,278,686,332,0,352,10.43,456.5,312,31.5,31.6,0,2.9,0,1634.8,0,16.18,11.7,34.6,33.3,37.4,35.5,37.6,35.6,31.2,31.6,58.0,58.5,33,40,19.1,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,54,530,5.2,0,0,0,1,0
