采样序号,轮毂转速,轮毂角度,叶片1角度,叶片2角度,叶片3角度,变桨电机1电流,变桨电机2电流,变桨电机3电流,超速传感器转速检测值,5秒偏航对风平均值,x方向振动值,y方向振动值,扭缆圈数,液压制动压力,机舱气象站风速,风向绝对值,大气压力,无功功率控制状态,变频器电网侧电流,变频器电网侧电压,变频器电网侧有功功率,变频器电网侧无功功率,变频器发电机侧功率,发电机运行频率,发电机电流,发电机转矩,变频器入口温度,变频器出口温度,变频器入口压力,变频器出口压力,变频器冷却液液位要求,发电机功率限幅值,无功功率设定值,额定的轮毂转速,测风塔环境温度,发电机定子温度1,发电机定子温度2,发电机定子温度3,发电机定子温度4,发电机定子温度5,发电机定子温度6,发电机空气温度1,发电机空气温度2,主轴承温度1,主轴承温度2,轮毂温度,轮毂控制柜温度,机舱温度,机舱控制柜温度,变频器INU温度,变频器ISU温度,变频器INU RMIO温度,扭缆圈数,叶片1电池箱温度,叶片2电池箱温度,叶片3电池箱温度,叶片1变桨电机温度,叶片2变桨电机温度,叶片3变桨电机温度,叶片1变频器箱温度,叶片2变频器箱温度,叶片3变频器箱温度,叶片1超级电容电压,叶片2超级电容电压,叶片3超级电容电压,驱动1晶闸管温度,驱动2晶闸管温度,驱动3晶闸管温度,驱动1输出扭矩,驱动2输出扭矩,驱动3输出扭矩,变频器电网侧Cosphi,电网频率误差
477,8.12,328.0,0.32,0.34,0.32,10.7,11.3,10.9,0.0,7.6,0.03,0.1,0.7,204.6,4.3,254.0,1.0,3.0,148.0,695.0,179.0,3.0,184.0,8.31,302.4,205.0,30.8,25.1,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.2,49.5,50.3,15.0,24.0,12.5,18.9,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,400.0,3.9,0.0,0.0,0.0,1.0,0.0
478,8.14,40.0,0.32,0.34,0.32,10.8,10.8,11.1,0.0,8.0,0.08,0.07,0.7,204.6,4.0,254.0,1.0,3.0,148.0,695.0,179.0,0.0,186.0,8.31,299.9,206.0,30.9,25.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.2,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.84,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
479,8.13,112.0,0.32,0.34,0.32,10.8,10.8,10.9,0.0,6.7,0.02,0.07,0.7,204.8,3.9,254.0,1.0,3.0,147.0,696.0,178.0,2.0,186.0,8.29,299.4,205.0,30.9,25.1,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.2,49.5,50.3,16.0,24.0,12.5,18.9,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.84,45.04,41.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
480,8.33,184.0,0.32,0.34,0.32,11.2,10.8,10.7,0.0,6.2,0.01,0.09,0.7,204.6,4.2,254.0,1.0,3.0,148.0,697.0,180.0,3.0,187.0,8.3,298.2,207.0,30.8,25.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.2,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.84,45.03,40.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
481,8.26,256.0,0.32,0.34,0.32,11.6,10.8,10.6,0.0,5.2,0.07,0.07,0.7,204.8,3.7,254.0,1.0,3.0,153.0,697.0,186.0,-2.0,195.0,8.34,304.1,214.0,30.9,25.1,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.2,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.84,45.03,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
482,8.23,328.0,0.32,0.34,0.32,11.4,10.9,10.5,0.0,3.5,0.0,0.07,0.7,204.7,4.1,254.0,1.0,3.0,153.0,697.0,186.0,2.0,195.0,8.34,307.4,211.0,30.9,25.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.2,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.03,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
483,8.13,40.0,0.32,0.34,0.32,10.9,11.6,10.6,0.0,3.3,0.05,0.08,0.7,204.6,3.8,254.0,1.0,3.0,152.0,696.0,184.0,3.0,193.0,8.35,307.2,210.0,31.0,25.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.2,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
484,8.14,112.0,0.32,0.34,0.32,10.7,11.5,10.9,0.0,0.0,0.1,0.07,0.7,204.8,4.2,254.0,1.0,3.0,148.0,696.0,179.0,-1.0,185.0,8.32,302.4,204.0,30.9,25.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.2,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
485,8.18,184.0,0.32,0.34,0.32,10.7,11.0,11.1,0.0,-0.2,-0.05,0.07,0.7,204.7,4.0,254.0,1.0,3.0,148.0,697.0,180.0,2.0,187.0,8.32,299.8,206.0,30.7,25.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.2,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
486,8.09,256.0,0.32,0.34,0.32,10.7,10.8,10.9,0.0,-3.8,0.08,0.08,0.7,204.5,3.6,255.0,1.0,3.0,146.0,695.0,177.0,-1.0,186.0,8.35,298.2,204.0,30.8,25.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.2,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
487,8.33,328.0,0.32,0.34,0.32,11.0,10.8,10.8,0.0,-5.0,0.08,0.07,0.7,204.6,4.1,255.0,1.0,3.0,143.0,696.0,174.0,-4.0,186.0,8.35,297.1,204.0,31.0,25.1,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.2,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.03,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
488,8.24,40.0,0.32,0.34,0.32,11.4,10.8,10.6,0.0,-3.3,-0.08,0.06,0.7,204.8,3.8,255.0,1.0,3.0,147.0,696.0,179.0,2.0,190.0,8.35,299.3,210.0,30.8,25.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
489,8.22,112.0,0.32,0.34,0.32,11.5,10.8,10.5,0.0,-0.9,0.12,0.1,0.7,204.7,3.5,255.0,1.0,3.0,147.0,696.0,180.0,0.0,193.0,8.32,305.2,212.0,31.1,25.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.6,15.7,18.0,15.4,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
490,8.16,184.0,0.32,0.34,0.32,11.2,11.3,10.6,0.0,0.1,0.03,0.07,0.7,204.2,4.0,255.0,1.0,3.0,146.0,696.0,177.0,-3.0,191.0,8.31,306.7,211.0,30.9,25.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.4,17.3,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
491,8.16,248.0,0.32,0.34,0.32,10.7,11.7,10.8,0.0,0.5,-0.03,0.07,0.7,204.8,3.2,255.0,1.0,3.0,144.0,696.0,175.0,-3.0,187.0,8.32,305.0,206.0,30.9,25.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.2,0.0,0.0,0.0,1.0,0.0
492,8.12,320.0,0.32,0.34,0.32,10.8,11.2,11.1,0.0,0.5,0.1,0.09,0.7,204.8,3.9,254.0,1.0,3.0,142.0,696.0,172.0,-1.0,182.0,8.31,301.5,207.0,30.9,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,4.2,0.0,0.0,0.0,1.0,0.0
493,8.15,32.0,0.32,0.34,0.32,10.7,10.8,11.1,0.0,0.6,0.0,0.07,0.7,204.7,3.7,254.0,1.0,3.0,142.0,695.0,172.0,-1.0,183.0,8.34,300.7,206.0,30.9,25.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,14.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
494,8.18,104.0,0.32,0.34,0.32,10.8,10.8,10.8,0.0,0.1,0.01,0.07,0.7,204.6,3.6,254.0,1.0,3.0,141.0,697.0,171.0,-3.0,182.0,8.36,299.1,205.0,31.0,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
495,8.31,176.0,0.32,0.34,0.32,11.4,10.8,10.8,0.0,-0.7,0.09,0.1,0.7,204.8,3.9,255.0,1.0,3.0,144.0,697.0,175.0,-4.0,185.0,8.37,299.5,210.0,31.0,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
496,8.27,248.0,0.32,0.34,0.32,11.5,10.8,10.6,0.0,-4.3,0.01,0.05,0.7,204.7,3.6,255.0,1.0,3.0,148.0,695.0,179.0,-3.0,187.0,8.36,304.7,213.0,31.1,25.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
497,8.21,320.0,0.32,0.34,0.32,11.4,10.9,10.5,0.01,-7.7,0.02,0.08,0.7,204.8,4.1,256.0,1.0,3.0,147.0,696.0,179.0,-1.0,185.0,8.32,308.0,212.0,31.0,25.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,33.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
498,8.15,32.0,0.32,0.34,0.32,10.8,11.6,10.6,0.0,-5.6,0.05,0.07,0.7,204.7,3.8,256.0,1.0,3.0,147.0,697.0,178.0,-4.0,185.0,8.31,308.0,209.0,31.1,25.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,3.9,0.0,0.0,0.0,1.0,0.0
499,8.16,104.0,0.32,0.34,0.32,10.7,11.5,10.8,0.0,-5.1,0.04,0.07,0.7,204.7,4.2,256.0,1.0,3.0,142.0,697.0,172.0,0.0,178.0,8.31,303.9,206.0,30.9,25.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,3.9,0.0,0.0,0.0,1.0,0.0
500,8.22,176.0,0.32,0.34,0.32,10.7,10.9,11.1,0.0,-4.9,-0.03,0.07,0.7,204.8,4.2,256.0,1.0,3.0,144.0,697.0,175.0,-3.0,180.0,8.3,301.8,207.0,30.9,25.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
501,8.18,248.0,0.32,0.34,0.32,10.7,10.8,10.9,0.0,-4.2,0.07,0.07,0.7,204.8,4.2,256.0,1.0,3.0,143.0,697.0,173.0,-2.0,180.0,8.3,300.9,205.0,31.0,25.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,42.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
502,8.36,320.0,0.32,0.34,0.32,11.1,10.9,10.8,0.0,-4.8,0.02,0.07,0.7,204.7,4.9,256.0,1.0,3.0,143.0,697.0,174.0,-4.0,181.0,8.3,299.7,207.0,31.0,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
503,8.32,32.0,0.32,0.34,0.32,11.6,10.8,10.6,0.0,-2.8,-0.03,0.07,0.7,204.7,4.4,256.0,1.0,3.0,149.0,697.0,181.0,-3.0,188.0,8.32,302.8,213.0,30.9,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.5,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
504,8.21,104.0,0.32,0.34,0.32,11.4,10.8,10.5,0.0,-0.4,0.13,0.09,0.7,204.6,4.9,255.0,1.0,3.0,154.0,696.0,186.0,-3.0,188.0,8.32,308.1,213.0,31.1,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
505,8.21,184.0,0.32,0.34,0.32,10.9,11.3,10.6,0.0,0.7,-0.04,0.07,0.7,204.7,4.6,255.0,1.0,3.0,147.0,697.0,179.0,-2.0,191.0,8.34,308.1,210.0,31.3,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
506,8.15,256.0,0.32,0.34,0.32,10.8,11.6,10.8,0.0,1.3,0.03,0.08,0.7,204.9,3.9,255.0,1.0,3.0,145.0,697.0,176.0,-3.0,190.0,8.35,304.4,207.0,31.2,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.3,49.5,50.3,16.0,24.0,12.5,18.7,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
507,8.12,328.0,0.32,0.34,0.32,10.8,11.0,11.1,0.0,0.8,0.05,0.07,0.7,204.7,4.4,255.0,1.0,3.0,144.0,695.0,174.0,1.0,187.0,8.34,300.8,206.0,31.3,25.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.3,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.03,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
508,8.18,40.0,0.32,0.34,0.32,10.8,10.8,11.0,0.0,3.8,0.01,0.07,0.7,204.5,4.0,255.0,1.0,3.0,143.0,697.0,173.0,1.0,184.0,8.34,299.8,205.0,31.3,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.3,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.84,45.03,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
509,8.18,112.0,0.32,0.34,0.32,10.9,10.8,10.8,0.0,8.6,0.03,0.08,0.7,204.8,4.5,254.0,1.0,3.0,142.0,697.0,172.0,4.0,183.0,8.34,298.8,206.0,31.1,25.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.84,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
510,8.34,176.0,0.32,0.34,0.32,11.4,10.9,10.7,0.0,7.8,0.04,0.08,0.7,204.6,4.4,254.0,1.0,3.0,147.0,695.0,178.0,2.0,187.0,8.36,300.0,211.0,31.1,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.3,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
511,8.3,248.0,0.32,0.34,0.32,11.5,10.8,10.5,0.0,6.4,0.02,0.07,0.7,204.6,4.5,254.0,1.0,3.0,150.0,697.0,182.0,1.0,190.0,8.36,305.8,214.0,31.1,25.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.3,49.5,50.3,15.0,24.0,12.5,18.7,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
512,8.19,320.0,0.32,0.34,0.32,11.2,11.1,10.5,0.0,2.3,0.01,0.09,0.7,204.7,4.1,254.0,1.0,3.0,145.0,696.0,176.0,-1.0,186.0,8.34,308.1,211.0,31.2,25.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.3,49.5,50.3,16.0,24.0,12.5,18.7,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
513,8.22,32.0,0.32,0.34,0.32,10.8,11.6,10.6,0.0,4.5,0.08,0.07,0.7,204.6,3.5,254.0,1.0,3.0,144.0,697.0,175.0,-2.0,183.0,8.31,306.2,207.0,31.2,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.3,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
514,8.14,104.0,0.32,0.34,0.32,10.7,11.3,11.0,0.0,-3.6,0.02,0.07,0.7,204.4,4.1,255.0,1.0,3.0,141.0,697.0,171.0,0.0,175.0,8.3,301.6,204.0,31.1,25.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.3,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
515,8.09,176.0,0.32,0.34,0.32,10.7,10.8,11.1,0.0,-1.7,0.02,0.09,0.7,204.7,3.8,255.0,1.0,3.0,141.0,697.0,171.0,-3.0,178.0,8.29,298.8,205.0,31.1,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.4,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
516,8.09,248.0,0.32,0.34,0.32,10.8,10.8,10.9,0.0,-9.2,0.08,0.07,0.7,204.6,4.6,256.0,1.0,3.0,139.0,695.0,169.0,1.0,176.0,8.29,296.9,203.0,31.1,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.4,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
517,8.22,320.0,0.32,0.34,0.32,11.1,10.8,10.8,0.0,-7.6,-0.06,0.07,0.7,204.4,4.5,256.0,1.0,3.0,139.0,697.0,169.0,1.0,176.0,8.27,295.9,204.0,31.1,25.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.5,15.7,18.0,15.6,17.4,49.5,50.3,16.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
518,8.21,32.0,0.32,0.34,0.32,11.6,10.8,10.6,0.0,-6.3,0.08,0.08,0.7,204.7,4.0,256.0,1.0,3.0,142.0,696.0,172.0,-2.0,180.0,8.25,298.5,209.0,31.2,25.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.6,15.7,18.0,15.6,17.4,49.5,50.3,14.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
519,8.1,104.0,0.32,0.34,0.32,11.4,10.8,10.5,0.0,-4.0,0.05,0.07,0.7,204.8,3.9,256.0,1.0,3.0,142.0,697.0,172.0,0.0,181.0,8.24,301.9,208.0,31.4,25.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.6,15.7,18.0,15.6,17.4,49.5,50.3,15.0,24.0,12.5,18.8,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,33.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
520,8.11,176.0,0.32,0.34,0.32,10.9,11.4,10.6,0.0,-4.1,-0.06,0.07,0.7,204.8,3.8,256.0,1.0,3.0,140.0,695.0,170.0,-1.0,178.0,8.23,301.4,204.0,31.2,25.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.5,18.5,16.3,16.6,15.7,18.0,15.6,17.4,49.5,50.3,16.0,24.0,12.5,18.7,28.0,29.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,33.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
